author,commits_number,bug_commits_number,total_fix_distance,total_find_bug_time,total_fix_bug_time,bug_ratio,average_fix_distance,average_find_bug_time,average_fix_bug_time,total_find_bug_time_day,total_fix_bug_time_day,average_find_bug_time_day,average_fix_bug_time_day
Andrea Claudi,4,1,1.0,351429.0,351429.0,0.25,1.0,351429.0,351429.0,4.067465277777778,4.067465277777778,4.067465277777778,4.067465277777778
Alon Ziv,4,1,6.0,11863077.0,127877712.0,0.25,6.0,11863077.0,127877712.0,137.30413194444444,1480.066111111111,137.30413194444444,1480.066111111111
Alexander Smirnov,4,1,1.0,74729468.0,74729468.0,0.25,1.0,74729468.0,74729468.0,864.9243981481482,864.9243981481482,864.9243981481482,864.9243981481482
Alberto Aguirre,4,2,3.0,97812185.0,152741244.0,0.5,1.5,48906092.5,76370622.0,1132.085474537037,1767.8384722222222,566.0427372685185,883.9192361111111
Ajit Pandey,4,1,1.0,87334.0,87334.0,0.25,1.0,87334.0,87334.0,1.0108101851851852,1.0108101851851852,1.0108101851851852,1.0108101851851852
Zoran Markovic,5,1,2.0,90688590.0,189219328.0,0.2,2.0,90688590.0,189219328.0,1049.6364583333334,2190.0385185185187,1049.6364583333334,2190.0385185185187
Zong-Zhe Yang,11,1,1.0,4138414.0,4138414.0,0.09090909090909091,1.0,4138414.0,4138414.0,47.89831018518519,47.89831018518519,47.89831018518519,47.89831018518519
Zhichang Yuan,5,3,4.0,58613972.0,102056009.0,0.6,1.3333333333333333,19537990.666666668,34018669.666666664,678.4024537037037,1181.2038078703704,226.13415123456792,393.73460262345674
Zhao Chen,5,1,1.0,935347.0,935347.0,0.2,1.0,935347.0,935347.0,10.825775462962962,10.825775462962962,10.825775462962962,10.825775462962962
Yi Sun,5,1,1.0,14919486.0,14919486.0,0.2,1.0,14919486.0,14919486.0,172.67923611111112,172.67923611111112,172.67923611111112,172.67923611111112
Y.b. Lu,5,1,1.0,350511.0,350511.0,0.2,1.0,350511.0,350511.0,4.056840277777778,4.056840277777778,4.056840277777778,4.056840277777778
Xiaowei Song,5,1,1.0,24879313.0,24879313.0,0.2,1.0,24879313.0,24879313.0,287.9550115740741,287.9550115740741,287.9550115740741,287.9550115740741
Wei Dong,5,1,6.0,35587843.0,203788106.0,0.2,6.0,35587843.0,203788106.0,411.89633101851854,2358.658634259259,411.89633101851854,2358.658634259259
Voon Weifeng,9,1,1.0,330954.0,330954.0,0.1111111111111111,1.0,330954.0,330954.0,3.830486111111111,3.830486111111111,3.830486111111111,3.830486111111111
Vidyullatha Kanchanapally,5,1,1.0,16970997.0,16970997.0,0.2,1.0,16970997.0,16970997.0,196.42357638888888,196.42357638888888,196.42357638888888,196.42357638888888
Vidya Srinivas,5,1,1.0,3683702.0,3683702.0,0.2,1.0,3683702.0,3683702.0,42.635439814814816,42.635439814814816,42.635439814814816,42.635439814814816
Venkat Venkatsubra,5,1,1.0,94761570.0,94761570.0,0.2,1.0,94761570.0,94761570.0,1096.7774305555556,1096.7774305555556,1096.7774305555556,1096.7774305555556
Venkata Duvvuru,5,1,1.0,5018553.0,5018553.0,0.2,1.0,5018553.0,5018553.0,58.08510416666667,58.08510416666667,58.08510416666667,58.08510416666667
Ulrich Weigand,6,1,1.0,109735470.0,109735470.0,0.16666666666666666,1.0,109735470.0,109735470.0,1270.0864583333334,1270.0864583333334,1270.0864583333334,1270.0864583333334
Subodh Nijsure,5,1,1.0,12492187.0,12492187.0,0.2,1.0,12492187.0,12492187.0,144.58549768518517,144.58549768518517,144.58549768518517,144.58549768518517
Steve Rutherford,6,3,3.0,91894180.0,91894180.0,0.5,1.0,30631393.333333332,30631393.333333332,1063.5900462962964,1063.5900462962964,354.53001543209876,354.53001543209876
Slava Shwartsman,5,1,1.0,108646990.0,108646990.0,0.2,1.0,108646990.0,108646990.0,1257.4883101851851,1257.4883101851851,1257.4883101851851,1257.4883101851851
Simon Xiao,5,1,3.0,6223988.0,16322699.0,0.2,3.0,6223988.0,16322699.0,72.03689814814815,188.9201273148148,72.03689814814815,188.9201273148148
Shinta Sugimoto,5,2,4.0,588268962.0,588433827.0,0.4,2.0,294134481.0,294216913.5,6808.668541666667,6810.576701388889,3404.3342708333334,3405.2883506944445
Shao Fu,5,1,2.0,9933973.0,21623136.0,0.2,2.0,9933973.0,21623136.0,114.97653935185186,250.26777777777778,114.97653935185186,250.26777777777778
Sergey Yanovich,5,1,1.0,3623245.0,3623245.0,0.2,1.0,3623245.0,3623245.0,41.935706018518516,41.935706018518516,41.935706018518516,41.935706018518516
Saranya Gopal,5,2,2.0,10618298.0,10618298.0,0.4,1.0,5309149.0,5309149.0,122.89696759259259,122.89696759259259,61.448483796296294,61.448483796296294
Sanskriti Sharma,5,1,1.0,7602520.0,7602520.0,0.2,1.0,7602520.0,7602520.0,87.99212962962963,87.99212962962963,87.99212962962963,87.99212962962963
Rui Feng,6,2,2.0,8197496.0,8197496.0,0.3333333333333333,1.0,4098748.0,4098748.0,94.87842592592592,94.87842592592592,47.43921296296296,47.43921296296296
Robert Walker,5,1,1.0,17717691.0,17717691.0,0.2,1.0,17717691.0,17717691.0,205.06586805555557,205.06586805555557,205.06586805555557,205.06586805555557
Rishabh Bhatnagar,6,1,1.0,1675567.0,1675567.0,0.16666666666666666,1.0,1675567.0,1675567.0,19.393136574074074,19.393136574074074,19.393136574074074,19.393136574074074
Rayagond Kokatanur,5,2,7.0,271743691.0,411748552.0,0.4,3.5,135871845.5,205874276.0,3145.181608796296,4765.608240740741,1572.590804398148,2382.8041203703706
Rajagopal Venkat,5,1,2.0,63285697.5,211687304.0,0.2,2.0,63285697.5,211687304.0,732.4733506944444,2450.084537037037,732.4733506944444,2450.084537037037
Raghav Dogra,5,1,1.0,29735649.0,29735649.0,0.2,1.0,29735649.0,29735649.0,344.16260416666665,344.16260416666665,344.16260416666665,344.16260416666665
Qiufang Dai,5,1,1.0,1427223.0,1427223.0,0.2,1.0,1427223.0,1427223.0,16.51878472222222,16.51878472222222,16.51878472222222,16.51878472222222
Pierre-Hugues Husson,5,1,1.0,4070340.0,4070340.0,0.2,1.0,4070340.0,4070340.0,47.110416666666666,47.110416666666666,47.110416666666666,47.110416666666666
Nan Li,5,1,3.0,7382908.0,15282413.0,0.2,3.0,7382908.0,15282413.0,85.45032407407408,176.8797800925926,85.45032407407408,176.8797800925926
Mircea Gherzan,5,1,1.25,60466808.75,72729185.75,0.2,1.25,60466808.75,72729185.75,699.8473234953703,841.7729832175926,699.8473234953703,841.7729832175926
Mike Crowe,5,1,1.0,275476087.0,275476087.0,0.2,1.0,275476087.0,275476087.0,3188.3806365740743,3188.3806365740743,3188.3806365740743,3188.3806365740743
Michael LeMay,5,1,5.0,66.0,409020449.0,0.2,5.0,66.0,409020449.0,0.0007638888888888889,4734.032974537037,0.0007638888888888889,4734.032974537037
Maximilian Luz,5,2,2.0,18470392.0,18470392.0,0.4,1.0,9235196.0,9235196.0,213.7776851851852,213.7776851851852,106.8888425925926,106.8888425925926
Marta Rybczynska,5,1,1.0,3603618.0,3603618.0,0.2,1.0,3603618.0,3603618.0,41.70854166666667,41.70854166666667,41.70854166666667,41.70854166666667
Marina Varshaver,5,1,1.0,7915982.0,7915982.0,0.2,1.0,7915982.0,7915982.0,91.62016203703703,91.62016203703703,91.62016203703703,91.62016203703703
Ma Jun,6,1,1.0,44207931.0,44207931.0,0.16666666666666666,1.0,44207931.0,44207931.0,511.66586805555556,511.66586805555556,511.66586805555556,511.66586805555556
Luca Olivetti,5,1,3.0,161140584.0,392071335.0,0.2,3.0,161140584.0,392071335.0,1865.0530555555556,4537.862673611111,1865.0530555555556,4537.862673611111
Li Xu,5,2,2.0,6632333.0,6632333.0,0.4,1.0,3316166.5,3316166.5,76.76311342592592,76.76311342592592,38.38155671296296,38.38155671296296
Lior Cohen,5,1,2.5,9246701.5,20319814.0,0.2,2.5,9246701.5,20319814.0,107.02200810185185,235.1830324074074,107.02200810185185,235.1830324074074
KV Sujith,5,1,4.0,74790967.0,143135541.0,0.2,4.0,74790967.0,143135541.0,865.6361921296296,1656.6613541666666,865.6361921296296,1656.6613541666666
Kristian Klausen,6,1,1.0,504895.0,504895.0,0.16666666666666666,1.0,504895.0,504895.0,5.84369212962963,5.84369212962963,5.84369212962963,5.84369212962963
Kozlov Sergey,5,1,1.0,4090339.0,4090339.0,0.2,1.0,4090339.0,4090339.0,47.341886574074074,47.341886574074074,47.341886574074074,47.341886574074074
Khouloud Touil,6,1,1.0,255010.0,255010.0,0.16666666666666666,1.0,255010.0,255010.0,2.9515046296296297,2.9515046296296297,2.9515046296296297,2.9515046296296297
Kenjiro Nakayama,5,1,1.0,4851742.0,4851742.0,0.2,1.0,4851742.0,4851742.0,56.1544212962963,56.1544212962963,56.1544212962963,56.1544212962963
Kemi Wang,5,2,3.0,3023098.0,40520435.0,0.4,1.5,1511549.0,20260217.5,34.989560185185184,468.98651620370373,17.494780092592592,234.49325810185186
Kei Tokunaga,5,1,2.333333333333333,62368604.33333334,264582917.66666663,0.2,2.333333333333333,62368604.33333334,264582917.66666663,721.8588464506174,3062.3022878086417,721.8588464506174,3062.3022878086417
Kapileshwar Singh,5,1,1.0,23503471.0,23503471.0,0.2,1.0,23503471.0,23503471.0,272.03091435185183,272.03091435185183,272.03091435185183,272.03091435185183
Kalyan Thota,8,1,1.0,5091507.0,5091507.0,0.125,1.0,5091507.0,5091507.0,58.92947916666667,58.92947916666667,58.92947916666667,58.92947916666667
Junwei Hu,5,1,1.375,272251.0,306030.5,0.2,1.375,272251.0,306030.5,3.151053240740741,3.542019675925926,3.151053240740741,3.542019675925926
Jun Chen,5,1,2.0,76129692.0,139533414.0,0.2,2.0,76129692.0,139533414.0,881.1306944444444,1614.9700694444443,881.1306944444444,1614.9700694444443
Julien Grossholtz,5,1,1.0,2420571.0,2420571.0,0.2,1.0,2420571.0,2420571.0,28.015868055555554,28.015868055555554,28.015868055555554,28.015868055555554
John Muir,5,1,3.0,191977931.0,281365097.0,0.2,3.0,191977931.0,281365097.0,2221.9667939814813,3256.540474537037,2221.9667939814813,3256.540474537037
jiada wang,5,2,2.0,48297052.0,48297052.0,0.4,1.0,24148526.0,24148526.0,558.9936574074075,558.9936574074075,279.4968287037037,279.4968287037037
Jerome Anand,5,3,3.0,13901878.0,13901878.0,0.6,1.0,4633959.333333333,4633959.333333333,160.90136574074074,160.90136574074074,53.63378858024691,53.63378858024691
Jeff Barnhill,5,1,1.0,259968.0,259968.0,0.2,1.0,259968.0,259968.0,3.008888888888889,3.008888888888889,3.008888888888889,3.008888888888889
Jan Niehusmann,5,1,1.0,2289793.0,2289793.0,0.2,1.0,2289793.0,2289793.0,26.502233796296295,26.502233796296295,26.502233796296295,26.502233796296295
Jacob Siverskog,5,1,1.0,53014495.0,53014495.0,0.2,1.0,53014495.0,53014495.0,613.5936921296296,613.5936921296296,613.5936921296296,613.5936921296296
Jackie Li,5,1,1.0,816628.0,816628.0,0.2,1.0,816628.0,816628.0,9.451712962962963,9.451712962962963,9.451712962962963,9.451712962962963
Ivan Hu,5,1,1.0,36830956.0,36830956.0,0.2,1.0,36830956.0,36830956.0,426.28421296296295,426.28421296296295,426.28421296296295,426.28421296296295
Horatiu Vultur,24,1,1.0,307977.0,307977.0,0.041666666666666664,1.0,307977.0,307977.0,3.5645486111111113,3.5645486111111113,3.5645486111111113,3.5645486111111113
Horace Chen,5,1,1.0,2084903.0,2084903.0,0.2,1.0,2084903.0,2084903.0,24.13082175925926,24.13082175925926,24.13082175925926,24.13082175925926
Helmut Klein,5,1,1.0,14322162.0,14322162.0,0.2,1.0,14322162.0,14322162.0,165.7657638888889,165.7657638888889,165.7657638888889,165.7657638888889
Hechao Li,5,1,1.0,4396445.0,4396445.0,0.2,1.0,4396445.0,4396445.0,50.88478009259259,50.88478009259259,50.88478009259259,50.88478009259259
Harry Morris,5,1,1.0,14508446.0,14508446.0,0.2,1.0,14508446.0,14508446.0,167.9218287037037,167.9218287037037,167.9218287037037,167.9218287037037
Gu JinXiang,5,1,1.0,6129926.0,6129926.0,0.2,1.0,6129926.0,6129926.0,70.9482175925926,70.9482175925926,70.9482175925926,70.9482175925926
Greg Suarez,5,1,1.0,4477094.0,4477094.0,0.2,1.0,4477094.0,4477094.0,51.818217592592596,51.818217592592596,51.818217592592596,51.818217592592596
Gangfeng Huang,5,1,1.0,55600016.0,55600016.0,0.2,1.0,55600016.0,55600016.0,643.5187037037037,643.5187037037037,643.5187037037037,643.5187037037037
Furquan Shaikh,5,1,1.0,3494977.0,3494977.0,0.2,1.0,3494977.0,3494977.0,40.45112268518518,40.45112268518518,40.45112268518518,40.45112268518518
Forrest Liu,5,1,2.0,20453608.25,23033726.75,0.2,2.0,20453608.25,23033726.75,236.7315769675926,266.5940596064815,236.7315769675926,266.5940596064815
Ethan Lien,5,1,1.0,16943583.0,16943583.0,0.2,1.0,16943583.0,16943583.0,196.10628472222223,196.10628472222223,196.10628472222223,196.10628472222223
Erwan Velu,6,1,1.0,4082710.0,4082710.0,0.16666666666666666,1.0,4082710.0,4082710.0,47.25358796296296,47.25358796296296,47.25358796296296,47.25358796296296
Erico Nunes,5,1,2.0,2046438.0,2110563.0,0.2,2.0,2046438.0,2110563.0,23.685625,24.4278125,23.685625,24.4278125
Eric Jeong,5,1,1.5,6408507.0,9692631.0,0.2,1.5,6408507.0,9692631.0,74.17253472222222,112.18322916666666,74.17253472222222,112.18322916666666
Dingchen Zhang,5,1,1.0,10881533.0,10881533.0,0.2,1.0,10881533.0,10881533.0,125.94366898148148,125.94366898148148,125.94366898148148,125.94366898148148
Diego Dorta,5,1,1.0,5810681.0,5810681.0,0.2,1.0,5810681.0,5810681.0,67.25325231481482,67.25325231481482,67.25325231481482,67.25325231481482
David Bauer,6,1,1.0,17918066.0,17918066.0,0.16666666666666666,1.0,17918066.0,17918066.0,207.38502314814815,207.38502314814815,207.38502314814815,207.38502314814815
Daniel Campello,6,1,1.0,5363462.0,5363462.0,0.16666666666666666,1.0,5363462.0,5363462.0,62.07710648148148,62.07710648148148,62.07710648148148,62.07710648148148
Christina Jacob,5,1,1.0,787773.0,787773.0,0.2,1.0,787773.0,787773.0,9.117743055555556,9.117743055555556,9.117743055555556,9.117743055555556
Christian Kellner,5,1,1.0,11777975.0,11777975.0,0.2,1.0,11777975.0,11777975.0,136.31915509259258,136.31915509259258,136.31915509259258,136.31915509259258
Bartlomiej Dudek,5,2,2.0,20631164.0,20631164.0,0.4,1.0,10315582.0,10315582.0,238.78662037037037,238.78662037037037,119.39331018518519,119.39331018518519
Avi Fishman,5,1,1.0,612241.0,612241.0,0.2,1.0,612241.0,612241.0,7.0861226851851855,7.0861226851851855,7.0861226851851855,7.0861226851851855
Austin Christ,5,1,1.0,1747075.0,1747075.0,0.2,1.0,1747075.0,1747075.0,20.220775462962962,20.220775462962962,20.220775462962962,20.220775462962962
Ashley Lai,5,2,4.0,133815620.0,187203748.0,0.4,2.0,66907810.0,93601874.0,1548.7918981481482,2166.7100462962962,774.3959490740741,1083.3550231481481
Aravinda Prasad,5,1,1.0,10803999.0,10803999.0,0.2,1.0,10803999.0,10803999.0,125.04628472222223,125.04628472222223,125.04628472222223,125.04628472222223
Anoob Soman,5,1,1.5,11464311.0,11513565.0,0.2,1.5,11464311.0,11513565.0,132.6887847222222,133.25885416666668,132.6887847222222,133.25885416666668
Allen Yan,5,1,1.0,16515115.0,16515115.0,0.2,1.0,16515115.0,16515115.0,191.14716435185184,191.14716435185184,191.14716435185184,191.14716435185184
Alexey Perevalov,5,1,1.0,32269139.0,32269139.0,0.2,1.0,32269139.0,32269139.0,373.4854050925926,373.4854050925926,373.4854050925926,373.4854050925926
Alexandr Smirnov,5,1,3.0,237173393.0,290281467.0,0.2,3.0,237173393.0,290281467.0,2745.0624189814816,3359.739201388889,2745.0624189814816,3359.739201388889
Alexandre GRIVEAUX,5,1,1.0,13558738.0,13558738.0,0.2,1.0,13558738.0,13558738.0,156.92983796296295,156.92983796296295,156.92983796296295,156.92983796296295
Alexander Bersenev,7,1,2.0,14245357.0,48507565.0,0.14285714285714285,2.0,14245357.0,48507565.0,164.87681712962964,561.430150462963,164.87681712962964,561.430150462963
Adi Nissim,5,1,1.0,5596664.0,5596664.0,0.2,1.0,5596664.0,5596664.0,64.7762037037037,64.7762037037037,64.7762037037037,64.7762037037037
Abhijeet Kumar,5,1,1.0,10452615.0,10452615.0,0.2,1.0,10452615.0,10452615.0,120.97934027777778,120.97934027777778,120.97934027777778,120.97934027777778
Zhongzhu Liu,6,1,1.0,12154728.0,12154728.0,0.16666666666666666,1.0,12154728.0,12154728.0,140.6797222222222,140.6797222222222,140.6797222222222,140.6797222222222
Yoshiki Komachi,7,1,1.0,3875120.0,3875120.0,0.14285714285714285,1.0,3875120.0,3875120.0,44.85092592592593,44.85092592592593,44.85092592592593,44.85092592592593
yong mao,7,1,3.0,18555591.0,58682325.0,0.14285714285714285,3.0,18555591.0,58682325.0,214.76378472222223,679.1935763888889,214.76378472222223,679.1935763888889
Yana Esina,6,2,3.0,14269247.0,15661274.0,0.3333333333333333,1.5,7134623.5,7830637.0,165.15332175925926,181.26474537037038,82.57666087962963,90.63237268518519
Xue Liu,6,1,1.0,787461.0,787461.0,0.16666666666666666,1.0,787461.0,787461.0,9.114131944444445,9.114131944444445,9.114131944444445,9.114131944444445
Xavier Deguillard,6,2,6.0,4764879.75,184254411.0,0.3333333333333333,3.0,2382439.875,92127205.5,55.14907118055555,2132.574201388889,27.574535590277776,1066.2871006944445
Wenpeng Liang,10,1,1.0,1173608.0,1173608.0,0.1,1.0,1173608.0,1173608.0,13.583425925925926,13.583425925925926,13.583425925925926,13.583425925925926
Weilin Chang,6,1,1.0,86412.0,86412.0,0.16666666666666666,1.0,86412.0,86412.0,1.000138888888889,1.000138888888889,1.000138888888889,1.000138888888889
Weike Chen,6,1,2.0,1909753.0,50797981.0,0.16666666666666666,2.0,1909753.0,50797981.0,22.103622685185186,587.9395949074074,22.103622685185186,587.9395949074074
Vikas Gupta,6,2,2.0,7597455.0,7597455.0,0.3333333333333333,1.0,3798727.5,3798727.5,87.93350694444445,87.93350694444445,43.96675347222222,43.96675347222222
Vijay Viswanath,6,2,2.0,18132134.0,18132134.0,0.3333333333333333,1.0,9066067.0,9066067.0,209.86266203703704,209.86266203703704,104.93133101851852,104.93133101851852
Vabhav Sharma,6,1,2.0,33628517.0,44133403.0,0.16666666666666666,2.0,33628517.0,44133403.0,389.21894675925927,510.803275462963,389.21894675925927,510.803275462963
Tzipi Peres,6,1,1.0,8459830.0,8459830.0,0.16666666666666666,1.0,8459830.0,8459830.0,97.91469907407408,97.91469907407408,97.91469907407408,97.91469907407408
Troy Tan,6,1,2.0,22766031.0,111257822.0,0.16666666666666666,2.0,22766031.0,111257822.0,263.49572916666665,1287.706273148148,263.49572916666665,1287.706273148148
Tri Vo,6,1,1.0,600727.0,600727.0,0.16666666666666666,1.0,600727.0,600727.0,6.952858796296296,6.952858796296296,6.952858796296296,6.952858796296296
Thomas Pfaff,6,1,2.0,335873.0,227141008.0,0.16666666666666666,2.0,335873.0,227141008.0,3.8874189814814817,2628.946851851852,3.8874189814814817,2628.946851851852
Stefan Chulski,6,3,3.0,1693136.0,1693136.0,0.5,1.0,564378.6666666666,564378.6666666666,19.596481481481483,19.596481481481483,6.53216049382716,6.53216049382716
Shaobo Xu,6,2,3.666666666666667,55997848.0,75897195.0,0.3333333333333333,1.8333333333333335,27998924.0,37948597.5,648.1232407407407,878.4397569444444,324.06162037037035,439.2198784722222
Shane Wang,6,1,1.0,277456635.0,277456635.0,0.16666666666666666,1.0,277456635.0,277456635.0,3211.303645833333,3211.303645833333,3211.303645833333,3211.303645833333
Sanidhya Kashyap,6,2,2.0,72074957.0,72074957.0,0.3333333333333333,1.0,36037478.5,36037478.5,834.2008912037037,834.2008912037037,417.10044560185185,417.10044560185185
Sandeep Tripathy,6,1,1.0,1338409.0,1338409.0,0.16666666666666666,1.0,1338409.0,1338409.0,15.490844907407407,15.490844907407407,15.490844907407407,15.490844907407407
Sandeep Singh,6,2,2.0,61451074.0,61451074.0,0.3333333333333333,1.0,30725537.0,30725537.0,711.2392824074074,711.2392824074074,355.6196412037037,355.6196412037037
Robert Lippert,6,1,2.0,25054127.0,43411999.0,0.16666666666666666,2.0,25054127.0,43411999.0,289.97832175925925,502.45369212962964,289.97832175925925,502.45369212962964
Qing Huang,6,1,1.0,653378.0,653378.0,0.16666666666666666,1.0,653378.0,653378.0,7.562245370370371,7.562245370370371,7.562245370370371,7.562245370370371
Purushottam Kushwaha,6,1,1.0,440905.0,440905.0,0.16666666666666666,1.0,440905.0,440905.0,5.10306712962963,5.10306712962963,5.10306712962963,5.10306712962963
Przemyslaw Gaj,6,1,1.0,2032508.0,2032508.0,0.16666666666666666,1.0,2032508.0,2032508.0,23.524398148148148,23.524398148148148,23.524398148148148,23.524398148148148
Praveen Madhavan,6,1,1.0,72069137.0,72069137.0,0.16666666666666666,1.0,72069137.0,72069137.0,834.1335300925925,834.1335300925925,834.1335300925925,834.1335300925925
Prasad Sodagudi,6,1,1.0,10866704.0,10866704.0,0.16666666666666666,1.0,10866704.0,10866704.0,125.77203703703704,125.77203703703704,125.77203703703704,125.77203703703704
Piotr Bugalski,6,2,5.0,11060774.0,35004947.0,0.3333333333333333,2.5,5530387.0,17502473.5,128.0182175925926,405.149849537037,64.0091087962963,202.5749247685185
Pierre Tardy,6,2,4.0,158834717.0,482688641.0,0.3333333333333333,2.0,79417358.5,241344320.5,1838.3647800925926,5586.674085648148,919.1823900462963,2793.337042824074
Oussama Ghorbel,6,1,3.0,81178124.0,164401971.0,0.16666666666666666,3.0,81178124.0,164401971.0,939.5616203703704,1902.8005902777777,939.5616203703704,1902.8005902777777
Nikhil Mahale,6,2,2.0,7376767.0,7376767.0,0.3333333333333333,1.0,3688383.5,3688383.5,85.37924768518519,85.37924768518519,42.689623842592596,42.689623842592596
Nick Terrell,6,1,2.0,11006536.0,24037944.0,0.16666666666666666,2.0,11006536.0,24037944.0,127.39046296296296,278.21694444444444,127.39046296296296,278.21694444444444
Nandita Dukkipati,6,1,1.0,102254795.0,102254795.0,0.16666666666666666,1.0,102254795.0,102254795.0,1183.5045717592593,1183.5045717592593,1183.5045717592593,1183.5045717592593
Murthy Bhat,6,1,1.0,9397655.0,9397655.0,0.16666666666666666,1.0,9397655.0,9397655.0,108.7691550925926,108.7691550925926,108.7691550925926,108.7691550925926
Michael Moese,6,1,1.0,50740555.0,50740555.0,0.16666666666666666,1.0,50740555.0,50740555.0,587.2749421296296,587.2749421296296,587.2749421296296,587.2749421296296
Michael Hund,6,1,2.2,184502386.1,450730464.0,0.16666666666666666,2.2,184502386.1,450730464.0,2135.4442835648147,5216.787777777778,2135.4442835648147,5216.787777777778
Maximilian Schneider,6,1,1.0,181034093.0,181034093.0,0.16666666666666666,1.0,181034093.0,181034093.0,2095.3020023148147,2095.3020023148147,2095.3020023148147,2095.3020023148147
Mark Tomlinson,6,1,1.0,100123772.0,100123772.0,0.16666666666666666,1.0,100123772.0,100123772.0,1158.8399537037037,1158.8399537037037,1158.8399537037037,1158.8399537037037
Mario Schuknecht,6,2,8.0,208928672.0,261710295.0,0.3333333333333333,4.0,104464336.0,130855147.5,2418.155925925926,3029.0543402777776,1209.077962962963,1514.5271701388888
Maria Dimakopoulou,6,1,1.0416666666666667,15282939.5,15947415.0,0.16666666666666666,1.0416666666666667,15282939.5,15947415.0,176.8858738425926,184.5765625,176.8858738425926,184.5765625
Larry Woodman,6,1,1.5,265196351.5,341227119.0,0.16666666666666666,1.5,265196351.5,341227119.0,3069.402216435185,3949.3879513888887,3069.402216435185,3949.3879513888887
Lance Ortiz,6,1,2.0,13070503.0,194181505.0,0.16666666666666666,2.0,13070503.0,194181505.0,151.2789699074074,2247.471122685185,151.2789699074074,2247.471122685185
Kevin Brodsky,6,1,1.0,30229607.0,30229607.0,0.16666666666666666,1.0,30229607.0,30229607.0,349.87971064814815,349.87971064814815,349.87971064814815,349.87971064814815
Karoly Pados,6,1,1.0,9585052.0,9585052.0,0.16666666666666666,1.0,9585052.0,9585052.0,110.93810185185185,110.93810185185185,110.93810185185185,110.93810185185185
Justin Skists,6,1,1.0,383848.0,383848.0,0.16666666666666666,1.0,383848.0,383848.0,4.442685185185185,4.442685185185185,4.442685185185185,4.442685185185185
Jun Piao,6,1,1.0,23676327.0,23676327.0,0.16666666666666666,1.0,23676327.0,23676327.0,274.0315625,274.0315625,274.0315625,274.0315625
Jeremy Soller,6,2,2.0,4366784.0,4366784.0,0.3333333333333333,1.0,2183392.0,2183392.0,50.54148148148148,50.54148148148148,25.27074074074074,25.27074074074074
Jaechul Lee,6,1,2.6666666666666665,45273385.33333334,64697670.0,0.16666666666666666,2.6666666666666665,45273385.33333334,64697670.0,523.9975154320989,748.815625,523.9975154320989,748.815625
Jack Yu,9,2,2.0,1400159.0,1400159.0,0.2222222222222222,1.0,700079.5,700079.5,16.205543981481483,16.205543981481483,8.102771990740742,8.102771990740742
Jacky Bai,6,1,1.0,17248515.0,17248515.0,0.16666666666666666,1.0,17248515.0,17248515.0,199.63559027777777,199.63559027777777,199.63559027777777,199.63559027777777
Hongwei Zhang,6,1,1.0,3249785.0,3249785.0,0.16666666666666666,1.0,3249785.0,3249785.0,37.613252314814815,37.613252314814815,37.613252314814815,37.613252314814815
Haggai Abramonvsky,6,1,2.5,12046124.0,85134984.0,0.16666666666666666,2.5,12046124.0,85134984.0,139.4227314814815,985.3586111111111,139.4227314814815,985.3586111111111
Guillaume Gardet,6,1,1.0,5335586.0,5335586.0,0.16666666666666666,1.0,5335586.0,5335586.0,61.75446759259259,61.75446759259259,61.75446759259259,61.75446759259259
G Kranthi,6,1,1.0,187899.0,187899.0,0.16666666666666666,1.0,187899.0,187899.0,2.1747569444444443,2.1747569444444443,2.1747569444444443,2.1747569444444443
Giuseppe Barba,6,2,3.083333333333333,55962393.58333334,72202242.41666666,0.3333333333333333,1.5416666666666665,27981196.79166667,36101121.20833333,647.7128886959878,835.674102044753,323.8564443479939,417.8370510223765
Freddy Xin,6,1,1.0,175991860.0,175991860.0,0.16666666666666666,1.0,175991860.0,175991860.0,2036.942824074074,2036.942824074074,2036.942824074074,2036.942824074074
Francis Yan,6,2,2.0,64220180.0,64220180.0,0.3333333333333333,1.0,32110090.0,32110090.0,743.2891203703704,743.2891203703704,371.6445601851852,371.6445601851852
Eric Caruso,6,1,1.0,3628188.0,3628188.0,0.16666666666666666,1.0,3628188.0,3628188.0,41.992916666666666,41.992916666666666,41.992916666666666,41.992916666666666
Erel Geron,7,1,1.0,2343121.0,2343121.0,0.14285714285714285,1.0,2343121.0,2343121.0,27.11945601851852,27.11945601851852,27.11945601851852,27.11945601851852
Douglas Fuller,6,1,1.0,115458426.0,115458426.0,0.16666666666666666,1.0,115458426.0,115458426.0,1336.324375,1336.324375,1336.324375,1336.324375
Divya Indi,6,1,1.0,10100286.0,10100286.0,0.16666666666666666,1.0,10100286.0,10100286.0,116.90145833333334,116.90145833333334,116.90145833333334,116.90145833333334
Denis Osterland,6,1,1.0,2929872.0,2929872.0,0.16666666666666666,1.0,2929872.0,2929872.0,33.910555555555554,33.910555555555554,33.910555555555554,33.910555555555554
Deepak Khungar,6,1,1.0,16016821.0,16016821.0,0.16666666666666666,1.0,16016821.0,16016821.0,185.37987268518518,185.37987268518518,185.37987268518518,185.37987268518518
David Laight,7,1,1.0,4805378.0,4805378.0,0.14285714285714285,1.0,4805378.0,4805378.0,55.61780092592593,55.61780092592593,55.61780092592593,55.61780092592593
David Dai,12,1,1.0,28482150.0,28482150.0,0.08333333333333333,1.0,28482150.0,28482150.0,329.6545138888889,329.6545138888889,329.6545138888889,329.6545138888889
